Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID,
"Azizi, Zahirah Mokhtar",57212227932,3,"Computer Science
Environmental Science
Energy
Engineering
Social Sciences
",,
"B Nyuur, Richard",57223659181,1,"Business, Management and Accounting
",,
"Baajour, Hassan",57223908988,1,"Social Sciences
Computer Science
Engineering
Environmental Science
",,
"Babelon, Ian",56565427000,6,"Environmental Science
Engineering
Social Sciences
Earth and Planetary Sciences
Energy
Chemical Engineering
",,
"Babu, Eaby Kollonoor",57288683500,2,"Physics and Astronomy
Energy
Engineering
Biochemistry, Genetics and Molecular Biology
Mathematics
Chemistry
Computer Science
",,
"Bacon, Anne",26535448600,4,"Arts and Humanities
Chemistry
Social Sciences
Biochemistry, Genetics and Molecular Biology
",,
"Bacon, Anne",57524894400,1,"Chemical Engineering
Environmental Science
",,
"Bacon, Jennifer",36545049900,1,"Engineering
Energy
Business, Management and Accounting
Environmental Science
",,
"Badar, Mohamed Elewa",23995232300,26,"Social Sciences
",0000-0003-4964-9188,
"Bade, L.",57188761682,1,"Engineering
",,
"Bader, Anna Katharina",57191445026,25,"Business, Management and Accounting
Psychology
Economics, Econometrics and Finance
Social Sciences
",0000-0003-2447-2187,
"Bagali, R.",55392375100,1,"Energy
",,
"Bagheri Tookanlou, Mahsa",56527426700,10,"Engineering
Energy
Computer Science
Mathematics
Chemical Engineering
Environmental Science
Medicine
Decision Sciences
Physics and Astronomy
Materials Science
",,
"Bagley, A.",57201405077,1,"Computer Science
",,
"Bahrami, Arash",56406958000,4,"Computer Science
Engineering
Social Sciences
",,
"Bahroun, Najat H.O.",57201802399,1,"Chemistry
Environmental Science
Biochemistry, Genetics and Molecular Biology
",,
"Bailey, Andrew",57216951292,3,"Social Sciences
Business, Management and Accounting
",,
"Bailey, Cathy C.",7402065197,57,"Medicine
Social Sciences
Environmental Science
Health Professions
Computer Science
Nursing
Earth and Planetary Sciences
Psychology
Energy
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
",,
"Bailey, Christopher",53563409400,5,"Arts and Humanities
",,
"Bailey, Christopher",57211519652,2,"Social Sciences
",,
"Bailey, Mark",22833379700,28,"Social Sciences
Engineering
Computer Science
Arts and Humanities
Mathematics
Business, Management and Accounting
Economics, Econometrics and Finance
Environmental Science
Decision Sciences
",,
"Bailey, Pam",7202672784,3,"Social Sciences
Medicine
Health Professions
Nursing
",,
"Bailey, Steve",22950005000,5,"Social Sciences
Business, Management and Accounting
Arts and Humanities
",,
"Baillie Smith, Matt",9943105300,32,"Social Sciences
Business, Management and Accounting
Earth and Planetary Sciences
Economics, Econometrics and Finance
Computer Science
Psychology
Arts and Humanities
Medicine
",0000-0002-1798-7329,
"Baillie Smith, Matt",57205356097,1,"Computer Science
",,
"Bain, Julie",56900678100,1,"Social Sciences
Psychology
Arts and Humanities
Health Professions
",,
"Bainbridge, Alison",58104567800,1,"Social Sciences
",,
"Bainbridge, Jonathan",56567702400,4,"Social Sciences
Arts and Humanities
",,
"Bainbridge, Samantha J.",57130482100,1,"Environmental Science
Earth and Planetary Sciences
",,
"Baird, Ewan M.",7006405485,3,"Materials Science
Engineering
",,
"Baker, Amy E.",56924306800,1,"Psychology
Social Sciences
",,
"Baker, Andrea",58001045500,1,"Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Engineering
Chemistry
Computer Science
",,
"Baker, Claire A.",57214898852,1,"Social Sciences
Arts and Humanities
",,
"Baker, Katherine B.",55763789613,38,"Medicine
Neuroscience
Biochemistry, Genetics and Molecular Biology
Health Professions
Social Sciences
Nursing
Psychology
Multidisciplinary
Engineering
Computer Science
",,
"Baker, Katherine",58197740800,1,"Social Sciences
",,
"Baker, Suzannah",57198922136,1,"Nursing
",,
"Baldock, Katherine C.R.",50661042900,26,"Agricultural and Biological Sciences
Environmental Science
Biochemistry, Genetics and Molecular Biology
Medicine
Immunology and Microbiology
Multidisciplinary
Engineering
Neuroscience
",0000-0001-6849-8747,
"Baldwin, P.",57215740875,1,"Mathematics
",,
"Bale, Amber",57767722800,1,"Medicine
",,
"Bale, Jack Harry",58285335800,1,"Engineering
Mathematics
Medicine
Health Professions
",,
"Ball, Steve",36069142800,2,"Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
",,
"Bamborough, Lisa",24558640900,3,"Immunology and Microbiology
Agricultural and Biological Sciences
Environmental Science
",,
"Ban, Sasha",57211109837,9,"Nursing
Social Sciences
",,
"Banks, T.",7004386368,2,"Medicine
Nursing
",,
"Bannister, Callum C.",57221918410,1,"Agricultural and Biological Sciences
",,
"Banwell, Linda",6602627317,32,"Social Sciences
Computer Science
Arts and Humanities
Business, Management and Accounting
Engineering
Medicine
Decision Sciences
",,
"Bao, Xujin",57225675888,2,"Physics and Astronomy
",,
"Baranchenko, Yevhen",52263327300,13,"Business, Management and Accounting
Environmental Science
Social Sciences
Energy
Earth and Planetary Sciences
Economics, Econometrics and Finance
",0000-0001-6921-9850,
"Barbe, Danielle",57193440088,7,"Business, Management and Accounting
Social Sciences
Economics, Econometrics and Finance
Environmental Science
Computer Science
",,
"Barke, Michael",6701410496,66,"Social Sciences
Earth and Planetary Sciences
Arts and Humanities
Business, Management and Accounting
Environmental Science
Economics, Econometrics and Finance
Agricultural and Biological Sciences
",,
"Barker, James",24521097300,2,"Chemistry
Materials Science
Biochemistry, Genetics and Molecular Biology
",,
"Barker, Lucy",58104499700,1,"Social Sciences
",,
"Barker, Richard W.",57193901080,8,"Social Sciences
Mathematics
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Psychology
",,
"Barker, Stuart",57205370695,2,"Nursing
",,
"Barkus, Emma J.",14027936200,67,"Medicine
Psychology
Neuroscience
Arts and Humanities
Social Sciences
Pharmacology, Toxicology and Pharmaceutics
Nursing
Biochemistry, Genetics and Molecular Biology
",0000-0001-7266-0786,
"Barlow, Paul",57190913869,12,"Arts and Humanities
Social Sciences
",,
"Barlow, Victoria",58209281600,1,"Arts and Humanities
Social Sciences
",,
"Barlow-Meade, Linda",55763066600,2,"Social Sciences
Medicine
Health Professions
",,
"Barnabas, Ian J.",6602249043,10,"Chemistry
Biochemistry, Genetics and Molecular Biology
Environmental Science
",,
"Barnes, Jowan M.",57200283912,5,"Earth and Planetary Sciences
Environmental Science
Computer Science
",0000-0002-5238-8970,
"Barnes, L.",24578826900,1,"Mathematics
Engineering
Computer Science
",,
"Baron, Viktor",57191049160,2,"Engineering
Social Sciences
",,
"Barraclough, Phoebe A.",55618727800,7,"Computer Science
Social Sciences
Mathematics
Medicine
Engineering
",,
"Barrass-Barker, Tabitha",57846824600,1,"Earth and Planetary Sciences
Agricultural and Biological Sciences
",,
"Barrell, Maria",6603050778,7,"Nursing
",,
"Barrett, Lisa",56581369100,1,"Agricultural and Biological Sciences
",,
"Barrioz, Vincent",16238108500,77,"Materials Science
Physics and Astronomy
Engineering
Energy
Chemistry
Chemical Engineering
Environmental Science
Mathematics
Computer Science
",0000-0001-6299-538X,
"Barron, Emma",56988875000,2,"Social Sciences
Medicine
",,
"Barron, Lee",35833172500,19,"Arts and Humanities
Social Sciences
Computer Science
Mathematics
Health Professions
Medicine
Decision Sciences
",,
"Barron, Lee",57940953200,1,"Arts and Humanities
",,
"Barron, Lee",58126058400,1,"Arts and Humanities
Social Sciences
",,
"Barry, Gill",56034939400,34,"Medicine
Biochemistry, Genetics and Molecular Biology
Engineering
Computer Science
Physics and Astronomy
Health Professions
Social Sciences
Chemistry
Multidisciplinary
Neuroscience
Nursing
Pharmacology, Toxicology and Pharmaceutics
Psychology
",,
"Bartholomew, Janice",14010241900,6,"Medicine
Pharmacology, Toxicology and Pharmaceutics
Nursing
Psychology
",0000-0002-3799-303X,
"Bass, Rosemary",7102590550,29,"Biochemistry, Genetics and Molecular Biology
Medicine
Mathematics
Computer Science
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Engineering
Agricultural and Biological Sciences
Dentistry
Nursing
Decision Sciences
Physics and Astronomy
Chemistry
Neuroscience
",,
"Bate, Angela",8528773300,32,"Medicine
Economics, Econometrics and Finance
Social Sciences
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
Nursing
Biochemistry, Genetics and Molecular Biology
Business, Management and Accounting
",0000-0001-5277-4188,
"Bateman, Jon",57225676415,1,"Medicine
",,
"Bates, Jonathan R.",7401513023,4,"Materials Science
Physics and Astronomy
Engineering
",,
"Bates, Rebecca",57191573549,1,"Computer Science
",,
"Batiz-Lazo, Bernardo",6507256901,47,"Business, Management and Accounting
Arts and Humanities
Economics, Econometrics and Finance
Computer Science
Social Sciences
Decision Sciences
Engineering
Mathematics
",0000-0001-7113-3386,
"Batouche, Ali",57226531965,3,"Computer Science
Social Sciences
Engineering
Environmental Science
Mathematics
",,
"Battersby, P.",23066131400,3,"Chemistry
Mathematics
",,
"Batuev, Mikhail",57196082453,10,"Business, Management and Accounting
Social Sciences
Medicine
Health Professions
Decision Sciences
Economics, Econometrics and Finance
",,
"Bauer, T.",57984760400,2,"Energy
Materials Science
Engineering
",,
"Baumann, A. E.",7102649524,6,"Physics and Astronomy
Engineering
Materials Science
Energy
",,
"Bavi, Hatam Zaghiran",56576309800,1,"Engineering
Mathematics
Computer Science
",,
"Baxter, Joanne",57197080802,5,"Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Environmental Science
Chemical Engineering
Agricultural and Biological Sciences
",,
"Baxter, Katherine Isobel",36934065700,14,"Arts and Humanities
Social Sciences
",,
"Bayati, Maryam",55583158200,17,"Chemistry
Materials Science
Energy
Physics and Astronomy
Chemical Engineering
Engineering
Environmental Science
",,
"Bayles, D. A.",23063244400,1,"Chemistry
",,
"Bayliss, Becky",57192072298,1,"Engineering
Social Sciences
",,
"Bazin, Victoria",56593726000,13,"Arts and Humanities
Social Sciences
Environmental Science
Agricultural and Biological Sciences
",,
"Beacock, Peter",55951879500,1,"Engineering
Arts and Humanities
",,
"Beadle, Ron",12783354000,23,"Business, Management and Accounting
Arts and Humanities
Economics, Econometrics and Finance
Social Sciences
",,
"Beal, Jack",57208176147,1,"Arts and Humanities
Psychology
",,
"Beaney, Wm D.",55217814200,2,"Engineering
",,
"Beattie, Neil S.",36943006400,35,"Materials Science
Engineering
Physics and Astronomy
Energy
Chemistry
Chemical Engineering
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
",0000-0002-0098-4420,
"Beaty, Elizabeth M.",16467005200,2,"Social Sciences
Psychology
",,
"Beckwith, Laura",57222985594,5,"Social Sciences
Earth and Planetary Sciences
Arts and Humanities
Energy
Environmental Science
Engineering
",,
"Bedingfield, P. B.",6507662436,1,"Materials Science
Physics and Astronomy
",,
"Beecham, Brenda",7005127605,1,"Medicine
",,
"Belatreche, Ammar",15043716600,80,"Computer Science
Mathematics
Engineering
Neuroscience
Economics, Econometrics and Finance
Decision Sciences
Materials Science
Arts and Humanities
Psychology
Business, Management and Accounting
Biochemistry, Genetics and Molecular Biology
",,
"Bell, Brain",7203056277,2,"Social Sciences
Health Professions
",,
"Bell, Brian",36765527000,2,"Nursing
Medicine
",,
"Bell, Emma",7201852475,1,"Medicine
Social Sciences
",,
"Bell, Leanne",22984299800,1,"Medicine
Social Sciences
Nursing
",,
"Bell, Malcolm A.",56682171100,4,"Computer Science
Social Sciences
Engineering
",,
"Bell, S. B.",24529733500,1,"Engineering
",,
"Bellini, Chiara",57215495997,3,"Arts and Humanities
Social Sciences
",,
"Bello, Abdullahi Usman",57194509262,2,"Social Sciences
Business, Management and Accounting
",,
"Benassi, Costanza",57190180459,6,"Physics and Astronomy
Mathematics
",,
"Benedik, Robert",57362381600,1,"Computer Science
Social Sciences
Engineering
Environmental Science
",,
"Benghi, Claudio",55356411300,7,"Engineering
Computer Science
Mathematics
Arts and Humanities
",,
"Bengtsson, Lyndsey",57211457120,4,"Social Sciences
Business, Management and Accounting
",,
"Ben-Halim, Asma Ahmed",37260943600,2,"Computer Science
Physics and Astronomy
Engineering
",,
"Benkert, Julia",57222311795,2,"Business, Management and Accounting
Social Sciences
Arts and Humanities
Economics, Econometrics and Finance
",,
"Benlloch-Tinoco, María",43361053200,16,"Agricultural and Biological Sciences
Engineering
Chemical Engineering
Chemistry
Materials Science
Biochemistry, Genetics and Molecular Biology
Medicine
Social Sciences
",0000-0003-4323-5929,
"Bennett, Alice L.",22633499300,11,"Medicine
Psychology
Social Sciences
Arts and Humanities
Nursing
",0000-0001-7140-780X,
"Bennett, Carol Anne",57205104739,1,"Business, Management and Accounting
Arts and Humanities
",,
"Bennett, D. A.",56274182300,1,"Engineering
Mathematics
",,
"Bennett, David",7401540552,5,"Business, Management and Accounting
Decision Sciences
",,
"Bennett, Joanne",56580452000,9,"Nursing
",,
"Bennett, Tracy",57192362142,1,"Business, Management and Accounting
Medicine
Economics, Econometrics and Finance
Psychology
",,
"Bennison, B.",16687738200,2,"Social Sciences
Arts and Humanities
",,
"Benson, Dawn",56012084400,1,"Social Sciences
",,
"Bentham, Ashleigh",57192061009,2,"Engineering
Arts and Humanities
Social Sciences
Computer Science
",,
"Bentley, Edward C.",33267554200,25,"Engineering
Energy
Environmental Science
Computer Science
Physics and Astronomy
Earth and Planetary Sciences
Social Sciences
Mathematics
Materials Science
Business, Management and Accounting
",,
"Bentley, S. N.",57190213670,20,"Earth and Planetary Sciences
Physics and Astronomy
Environmental Science
",0000-0002-0095-1979,
"Bergin, Joseph C.J.",57679770200,1,"Chemistry
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
",,
"Bertolino, Nadia",57202301305,3,"Social Sciences
Arts and Humanities
Engineering
Business, Management and Accounting
",,
"Bertram, J.",57196637589,1,"Physics and Astronomy
Chemistry
",,
"Bessant, Ceridwyn",57190571096,1,"Business, Management and Accounting
",,
"Bessant, Claire",56411801600,3,"Social Sciences
Economics, Econometrics and Finance
Computer Science
",,
"Best, Olivia",56740818700,5,"Medicine
Pharmacology, Toxicology and Pharmaceutics
Neuroscience
Nursing
Psychology
",,
"Best, R.",57220481752,2,"Physics and Astronomy
Materials Science
",,
"Bevan, J. R.",24439066400,2,"Environmental Science
Earth and Planetary Sciences
Pharmacology, Toxicology and Pharmaceutics
",,
"Bevan, J. R.",57197977118,1,"Environmental Science
Earth and Planetary Sciences
",,
"Bevan, Mark T.",56015856500,3,"Medicine
",,
"Bevan, Roger",57197063576,1,"Social Sciences
",,
"Bhattacharya, Suman",57196469406,3,"Computer Science
Business, Management and Accounting
Social Sciences
Engineering
Decision Sciences
",,
"Bhatti, M.",57188750771,1,"Engineering
",,
"Bhatti, M. T.",57197668007,3,"Energy
Physics and Astronomy
Materials Science
Chemical Engineering
Environmental Science
Engineering
",,
"Bian, Xuemei",24472659400,20,"Business, Management and Accounting
Economics, Econometrics and Finance
Psychology
Medicine
",0000-0002-5481-9287,
"Bian, Xuemei",57846153600,1,"Business, Management and Accounting
Psychology
",,
"Bian, Xuemei",57982153200,1,"Social Sciences
",,
"Bian, Yaya",57222540794,1,"Mathematics
Computer Science
",,
"Bibi, Samuele",57216765683,6,"Economics, Econometrics and Finance
Business, Management and Accounting
Social Sciences
Arts and Humanities
",0000-0002-9010-0368,
"Biddle, Paul",55599695700,14,"Social Sciences
Medicine
Business, Management and Accounting
Economics, Econometrics and Finance
Nursing
Health Professions
Psychology
",,
"Bilal, Munir",57210557384,1,"Materials Science
Chemistry
",,
"Bilalić, Merim",14021198600,48,"Psychology
Medicine
Neuroscience
Arts and Humanities
Social Sciences
Computer Science
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
Agricultural and Biological Sciences
Immunology and Microbiology
Nursing
Environmental Science
Health Professions
",0000-0001-9523-6734,
"Bilby, Charlotte A.L.",14061722900,19,"Medicine
Social Sciences
Psychology
Arts and Humanities
",0000-0002-4751-0046,
"Billington, Tracey",55484763700,3,"Nursing
",,
"Bin Xu, Ben",57357731200,4,"Chemical Engineering
Engineering
Chemistry
Materials Science
Biochemistry, Genetics and Molecular Biology
Environmental Science
Medicine
",,
